Date,Open,High,Low,Close,Adj Close,Volume
2022-02-01,1931.500000,2039.000000,1930.000000,1986.900024,1986.900024,437813
2022-02-02,1975.000000,2029.000000,1975.000000,2016.000000,2016.000000,364854
2022-02-03,2010.000000,2040.000000,1977.000000,2006.199951,2006.199951,325157
2022-02-04,2014.000000,2050.000000,1987.849976,2033.099976,2033.099976,328615
2022-02-07,2033.099976,2069.500000,2000.000000,2028.500000,2028.500000,43314
2022-02-08,2044.000000,2045.000000,1935.000000,1968.300049,1968.300049,261310
2022-02-09,1969.949951,2018.000000,1932.099976,1955.199951,1955.199951,257200
2022-02-10,1955.900024,2052.949951,1955.300049,2036.400024,2036.400024,301717
2022-02-11,2050.000000,2050.000000,1980.000000,2016.050049,2016.050049,247110
2022-02-14,1960.000000,2014.500000,1915.250000,1915.250000,1915.250000,74858
2022-02-15,1898.000000,1938.199951,1820.099976,1926.949951,1926.949951,128675
2022-02-16,1940.900024,2010.199951,1912.000000,1932.550049,1932.550049,119057
2022-02-17,1970.000000,2027.000000,1940.050049,2020.849976,2020.849976,232186
2022-02-18,2018.000000,2045.000000,1940.000000,1958.099976,1958.099976,82693
2022-02-21,1960.000000,1980.000000,1870.000000,1895.900024,1895.900024,62791
2022-02-22,1861.000000,1985.000000,1810.099976,1969.099976,1969.099976,156505
2022-02-23,1995.000000,2067.550049,1990.000000,2060.149902,2060.149902,170487
2022-02-24,1990.000000,2053.100098,1957.150024,1957.300049,1957.300049,138084
2022-02-25,2005.150024,2052.500000,1985.000000,2032.849976,2032.849976,109214
2022-02-28,2030.000000,2134.449951,1990.000000,2134.399902,2134.399902,486895
2022-03-02,2111.000000,2241.100098,2111.000000,2241.050049,2241.050049,395273
2022-03-03,2300.000000,2353.100098,2286.600098,2353.100098,2353.100098,456031
2022-03-04,2370.000000,2464.300049,2256.550049,2323.199951,2323.199951,517693
2022-03-07,2272.800049,2365.000000,2207.050049,2207.350098,2207.350098,226577
2022-03-08,2163.199951,2306.850098,2111.100098,2217.000000,2217.000000,185989
2022-03-09,2300.699951,2305.050049,2136.899902,2164.649902,2164.649902,173127
2022-03-10,2228.000000,2272.850098,2180.000000,2272.750000,2272.750000,308470
2022-03-11,2260.000000,2323.699951,2211.050049,2307.250000,2307.250000,163758
2022-03-14,2312.000000,2333.300049,2252.050049,2268.300049,2268.300049,410270
2022-03-15,2275.000000,2294.850098,2200.000000,2217.550049,2217.550049,337239
2022-03-16,2235.000000,2314.899902,2234.949951,2305.399902,2305.399902,510274
2022-03-17,2319.500000,2420.649902,2317.000000,2389.800049,2389.800049,2006144
2022-03-21,2379.899902,2379.899902,2275.000000,2289.050049,2289.050049,239831
2022-03-22,2324.000000,2384.750000,2275.000000,2338.050049,2338.050049,295672
2022-03-23,2368.300049,2440.000000,2347.250000,2406.699951,2406.699951,762205
2022-03-24,2415.000000,2434.949951,2371.750000,2414.399902,2414.399902,299163
2022-03-25,2416.000000,2455.000000,2406.350098,2448.750000,2448.750000,121077
2022-03-28,2468.000000,2475.000000,2413.000000,2439.000000,2439.000000,120067
2022-03-29,2472.000000,2496.050049,2430.000000,2461.550049,2461.550049,154636
2022-03-30,2495.000000,2583.899902,2338.500000,2377.399902,2377.399902,649362
2022-03-31,2340.000000,2405.000000,2315.100098,2368.149902,2368.149902,345752
2022-04-01,2379.949951,2450.000000,2355.100098,2421.449951,2421.449951,196411
2022-04-04,2419.000000,2475.000000,2401.949951,2453.500000,2453.500000,330330
2022-04-05,2457.000000,2515.000000,2382.199951,2443.850098,2443.850098,455120
2022-04-06,2443.850098,2504.350098,2419.149902,2484.050049,2484.050049,247889
2022-04-07,2510.000000,2721.850098,2382.300049,2449.649902,2449.649902,875734
2022-04-08,2539.949951,2576.750000,2490.000000,2540.250000,2540.250000,346652
2022-04-11,2598.000000,2794.250000,2580.250000,2756.500000,2756.500000,585491
2022-04-12,2788.000000,3000.000000,2600.000000,2680.550049,2680.550049,1405621
2022-04-13,2758.000000,2802.100098,2660.550049,2690.750000,2690.750000,628055
2022-04-18,2689.899902,2752.000000,2580.000000,2728.300049,2728.300049,532022
2022-04-19,2770.000000,2808.750000,2461.050049,2598.050049,2598.050049,743147
2022-04-20,2688.000000,2750.000000,2650.050049,2687.550049,2687.550049,719165
2022-04-21,2744.000000,2747.699951,2663.000000,2699.600098,2699.600098,420973
2022-04-22,2694.000000,2706.000000,2626.750000,2658.550049,2658.550049,363276
2022-04-25,2655.500000,2698.550049,2548.050049,2615.899902,2615.899902,160308
2022-04-26,2668.000000,2869.399902,2655.050049,2812.550049,2812.550049,834855
2022-04-27,2849.699951,2870.000000,2694.350098,2712.199951,2712.199951,603568
2022-04-28,2761.100098,2834.800049,2720.600098,2796.649902,2796.649902,476132
2022-04-29,2837.800049,2900.000000,2702.000000,2789.500000,2789.500000,617737
2022-05-02,2774.000000,2838.000000,2695.000000,2804.449951,2804.449951,315168
2022-05-04,2818.850098,2820.000000,2741.750000,2783.300049,2783.300049,300718
2022-05-05,2820.100098,2824.949951,2730.149902,2801.649902,2801.649902,235806
2022-05-06,2700.000000,2871.250000,2690.149902,2816.500000,2816.500000,345791
2022-05-09,2792.500000,2805.300049,2612.000000,2703.449951,2703.449951,218125
2022-05-10,2703.000000,2788.899902,2444.000000,2482.550049,2482.550049,538084
2022-05-11,2446.000000,2649.899902,2250.000000,2296.000000,2296.000000,825849
2022-05-12,2300.000000,2413.899902,2142.050049,2187.050049,2187.050049,702311
2022-05-13,2231.000000,2296.399902,2111.300049,2190.600098,2190.600098,394360
2022-05-16,2180.000000,2273.949951,2116.250000,2249.899902,2249.899902,317043
2022-05-17,2274.000000,2355.000000,2232.000000,2333.399902,2333.399902,233157
2022-05-18,2361.399902,2450.000000,2292.000000,2316.000000,2316.000000,384413
2022-05-19,2268.300049,2309.899902,2249.550049,2265.000000,2265.000000,158207
2022-05-20,2340.000000,2348.949951,2275.500000,2310.949951,2310.949951,212364
2022-05-23,2313.000000,2319.899902,2195.449951,2199.199951,2199.199951,225607
2022-05-24,2220.000000,2229.449951,2122.100098,2196.500000,2196.500000,195577
2022-05-25,2206.000000,2206.000000,2086.699951,2087.949951,2087.949951,152652
2022-05-26,2100.000000,2192.300049,1983.599976,2148.100098,2148.100098,332786
2022-05-27,2210.000000,2220.000000,2093.050049,2186.250000,2186.250000,179723
2022-05-30,2199.000000,2237.949951,2140.199951,2162.000000,2162.000000,288673
2022-05-31,2150.000000,2150.000000,2053.899902,2055.000000,2055.000000,1190728
2022-06-01,2002.000000,2002.000000,1952.250000,1957.900024,1957.900024,678831
2022-06-02,1955.050049,2043.000000,1870.550049,2025.699951,2025.699951,518074
2022-06-03,2048.000000,2067.800049,1934.000000,1956.050049,1956.050049,325093
2022-06-06,2016.949951,2031.000000,1925.099976,2017.099976,2017.099976,588718
2022-06-07,2023.150024,2079.000000,1971.099976,2046.000000,2046.000000,750281
2022-06-08,2060.000000,2108.000000,2022.250000,2091.899902,2091.899902,226173
2022-06-09,2091.000000,2130.000000,2050.000000,2116.500000,2116.500000,481043
2022-06-10,2069.899902,2112.949951,2005.000000,2051.899902,2051.899902,641867
2022-06-13,2012.750000,2124.850098,2002.050049,2051.899902,2051.899902,592801
2022-06-14,2041.599976,2119.000000,2040.500000,2057.500000,2057.500000,353481
2022-06-15,2086.000000,2120.000000,2038.300049,2057.300049,2057.300049,396775
2022-06-16,2104.000000,2150.000000,2059.050049,2124.649902,2124.649902,596230
2022-06-17,2124.000000,2136.000000,2005.000000,2032.599976,2032.599976,542578
2022-06-20,2034.949951,2088.000000,2013.000000,2060.250000,2060.250000,366365
2022-06-21,2068.000000,2260.000000,2060.250000,2215.050049,2215.050049,286782
2022-06-22,2180.000000,2220.000000,2082.649902,2122.350098,2122.350098,591300
2022-06-23,2148.000000,2168.000000,2081.000000,2105.000000,2105.000000,463028
2022-06-24,2120.000000,2168.949951,2095.050049,2152.100098,2152.100098,395909
2022-06-27,2162.550049,2179.949951,2118.050049,2140.550049,2140.550049,170984
2022-06-28,2150.000000,2176.149902,2102.000000,2163.399902,2163.399902,153729
2022-06-29,2130.000000,2365.000000,2130.000000,2347.899902,2347.899902,1042073
2022-06-30,2355.949951,2499.899902,2355.949951,2473.649902,2473.649902,1018752
2022-07-01,2500.000000,2583.699951,2226.300049,2400.649902,2400.649902,741152
2022-07-04,2448.699951,2521.750000,2395.000000,2423.100098,2423.100098,293299
2022-07-05,2465.000000,2508.000000,2427.949951,2476.300049,2476.300049,222016
2022-07-06,2492.000000,2523.000000,2475.000000,2511.649902,2511.649902,203550
2022-07-07,2524.899902,2531.250000,2445.000000,2466.100098,2466.100098,206862
2022-07-08,2490.000000,2574.000000,2468.000000,2545.899902,2545.899902,238893
2022-07-11,2545.000000,2753.149902,2531.300049,2690.949951,2690.949951,753806
2022-07-12,2667.000000,2812.000000,2640.000000,2749.800049,2749.800049,629867
2022-07-13,2773.000000,2801.100098,2620.550049,2730.800049,2730.800049,417422
2022-07-14,2752.000000,2965.000000,2711.199951,2889.149902,2889.149902,685704
2022-07-15,2970.399902,3015.000000,2841.100098,2889.350098,2889.350098,752850
2022-07-18,2922.000000,3020.000000,2911.300049,2980.500000,2980.500000,1042670
2022-07-19,2965.000000,3043.000000,2930.000000,3029.750000,3029.750000,600437
2022-07-20,3042.000000,3069.000000,2977.250000,3018.750000,3018.750000,395496
2022-07-21,3004.000000,3055.000000,2993.300049,3043.750000,3043.750000,470889
2022-07-22,3047.000000,3059.300049,2928.649902,2977.449951,2977.449951,450566
2022-07-25,2989.800049,3024.000000,2960.000000,2969.750000,2969.750000,294966
2022-07-26,2984.600098,3000.000000,2966.000000,2993.750000,2993.750000,293918
2022-07-27,2993.750000,3020.000000,2958.699951,2996.100098,2996.100098,321156
2022-07-28,3014.000000,3020.000000,2965.000000,3012.649902,3012.649902,364311
2022-07-29,3027.750000,3137.949951,3014.149902,3109.600098,3109.600098,356048
2022-08-01,3129.899902,3284.399902,3100.800049,3261.750000,3261.750000,546289
2022-08-02,3275.399902,3442.000000,3256.050049,3421.449951,3421.449951,629139
2022-08-03,3435.050049,3538.000000,3420.550049,3505.350098,3505.350098,522007
2022-08-04,3505.000000,3548.000000,3422.550049,3530.449951,3530.449951,523759
2022-08-05,3539.800049,3549.000000,3182.800049,3313.550049,3313.550049,695816
2022-08-08,3314.000000,3474.000000,3261.000000,3447.350098,3447.350098,458387
2022-08-10,3475.000000,3475.000000,3371.300049,3436.149902,3436.149902,339003
2022-08-11,3453.350098,3520.000000,3404.750000,3493.949951,3493.949951,341798
